,Type,Item,Description,Sales Tax Code,Quantity On Hand,Price
,Non-inventory Part,026-1804-156,Doorking Replacement Key Pad,Tax,,180
,Non-inventory Part,026-1804-290,Speaker,Tax,,75
,Non-inventory Part,026-1804-704,DoorKing 1812 Light Kit,Tax,,45
,Non-inventory Part,026-1808-080,"Auto dialer, phone entry system 125 memory capacity.",Tax,,1350
,Non-inventory Part,026-1808-082,The model 1808 is a small compact telephone entry system that is loaded with features. The disti...,Tax,,1260
,Non-inventory Part,026-1810-007,Directory window for DK1810,Tax,,60
,Non-inventory Part,026-1810-068,DKS 1810 Memory Chip,Tax,,80
,Non-inventory Part,026-1810-080,Surface mount  phone entry system.,Tax,,1550
,Non-inventory Part,026-1812-040,cctv camera- black and white,Tax,,722.5
,Non-inventory Part,026-1812-080,DoorKing 1812 Telephone Entry System / 2 years limited warranty from manufacturer,Tax,,1450
,Non-inventory Part,026-1812-081,Residential phone/ intercom system,Tax,,1450
,Non-inventory Part,026-1812-082,Slave Key Pad to work with 1812 telephone entry system,Tax,,450
,Non-inventory Part,026-1812-083,Flush Mount Phone Entry Systems,Tax,,1550
,Non-inventory Part,026-1812-095,Residential phone entry system access plus.,Tax,,1550
,Non-inventory Part,026-1812-147,CT camera color,Tax,,714
,Non-inventory Part,026-1812-999,Bypass control board.,Tax,,95
,Non-inventory Part,026-1812-accessplus,DoorKing Telephone Entry System model #1812 access plus / 2 years limited warranty from manufact...,Tax,,1475
,Non-inventory Part,026-1812-plus,Telephone entry system/ 2 year limited warranty from the manufactured.,Tax,,1900
,Non-inventory Part,026-1814-165,Flush mount kit for 1837.,Tax,,300
,Non-inventory Part,026-1814-200,Flush mount kit.,Tax,,550
,Non-inventory Part,026-1815-000,Full duplex hands free flush mount  phone entry system,Tax,,2853
,Non-inventory Part,026-1815-051,Weigand Key pad.,Tax,,450
,Non-inventory Part,026-1815-216,Proximity card readers.,Tax,,216
,Non-inventory Part,026-1815-230,Proximately card reader out door.,Tax,,300
,Non-inventory Part,026-1815-283,AWID MR1824 Proximity reader- 18 to 24-inches range.,Tax,,650
,Non-inventory Part,026-1815-284,Proximity Card Reader 18' to 24',Tax,,1050
,Non-inventory Part,026-1815-302,,Tax,,0
,Non-inventory Part,026-1815-333,,Tax,,0
,Non-inventory Part,026-1815-382,Prox card reader HID thing line II,Tax,,590
,Non-inventory Part,026-1815-390026-001,Prox reader HID thing line II w Surface mount,Tax,,680
,Non-inventory Part,026-1815-510,Wireless system for the 1812 access plus phone system.,Tax,,1700
,Non-inventory Part,026-18153-330,DoorKing Outdoor Card Slave Reader Model #18153,Tax,,290
,Non-inventory Part,026-1817-190,Replcement speaker for DK1802,Tax,,50
,Non-inventory Part,026-1818-040,RS-232 Cable Connector,Tax,,40
,Non-inventory Part,026-1818-0400,Rs232 serial cable.,Tax,,50
,Non-inventory Part,026-1818-161,"Weigand Controller, Service up to 1000 useres and stores 8000 device codes.",Tax,,1850
,Non-inventory Part,026-1833-080,"DoorKing PC Programmable Telephone Entry System Model #1833, 3000 user capacity (Software Includ...",Tax,,2800
,Non-inventory Part,026-1834-080,DoorKing Telephone Entry System Model #1834.  The single-line LCD display features big 1/2-inch ...,Tax,,2150
,Non-inventory Part,026-1835,DoorKing Telephone Entry System Model #1835. System carries a 2 year limited warranty from manuf...,Tax,,2900
,Non-inventory Part,026-1835-010,DK circuit board with display for 1835 TES.,Tax,,1700
,Non-inventory Part,026-1835-084,,Tax,,0
,Non-inventory Part,026-1835-147,DK memory chip only  3000 Cap.,Tax,,440
,Non-inventory Part,026-1837-080,"Dooking Commercial Telephone Entry System Model #1837 (18 line LCD Display, entry code capabilit...",Tax,,4400
,Non-inventory Part,026-1837-084,The Model 1837 is an ideal telephone entry and access control system suited for medium to large ...,Tax,,4590
,Non-inventory Part,026-1837-090,phone entry system that You can now program online 24/7 giving you the freedom to work when and ...,Tax,,5000
,Non-inventory Part,026-1838,75-memory chip for use with the 1838 9 up to 1875 cards can be use with this memory),Tax,,1750
,Non-inventory Part,026-1838-081,"The DKS 1838 multi-door access controller is ideal for small businesses, office buildings, facto...",Tax,,1850
,Non-inventory Part,026-1838-095,Access plus door controller.,Tax,,1900
,Non-inventory Part,026-1838-143,Door controller with 250 memory capacity,Tax,,1860
,Non-inventory Part,026-1840,Doorking Upgrade board with a 250 Memory capacity and soft ware included.,Tax,,1990
,Non-inventory Part,026-1843-010,main control board with memory chip.,Tax,,1500
,Non-inventory Part,026-1850-235,Cabinet,Tax,,460
,Non-inventory Part,026-1862-*010,Circuit board 1800 series.,Tax,,1071
,Non-inventory Part,026-1862-010,Control Board,Tax,,710
,Non-inventory Part,026-1870-010,Low voltage surge suppressor.,Tax,,160
,Non-inventory Part,026-1870-068,Memory chip 100,Tax,,75
,Non-inventory Part,026-1871-010,1812 classic control board.,Tax,,1041.25
,Non-inventory Part,026-1875-010,DoorKing Bypass Board,Tax,,98.5
,Non-inventory Part,026-1895-019,1506 Keypad,Tax,,126
,Non-inventory Part,026-1897-010,Microphone Assembly,Tax,,110
,Non-inventory Part,026-1902-90,Display - 1802EPD,Tax,,300
,Non-inventory Part,026-200-62,1HP Motor k,Tax,,690
,Non-inventory Part,026-2333-080,Wireless BAS nard kit 900 MHZF/1830.,Tax,,620
,Non-inventory Part,026-2348-080,Elevator control. From one to eleven floors.,Tax,,1600
,Non-inventory Part,026-2351-010,Tracker Board,Tax,,400
,Non-inventory Part,026-2351-080,Enclosure,Tax,,90
,Non-inventory Part,026-2351-081,Tracker Board Cabinet,Tax,,578
,Non-inventory Part,026-2351-082,Rewire tracker board cabinet.,Tax,,1000
,Non-inventory Part,026-2354-010,Expansion board RS-485,Tax,,300
,Non-inventory Part,026-2358-010,Tracker expansion board.,Tax,,350
,Non-inventory Part,026-25351-081,Tracker Board Cabinet,Tax,,350
,Non-inventory Part,026-2599-185,DK 1834 Instruction Decal,Tax,,20
,Non-inventory Part,026-26-100,keypad 100 Memory,Tax,,280.5
,Non-inventory Part,026-26-101,Doorking 1812 Circuit Board,Tax,,500
,Non-inventory Part,026-2600-012,Control Board 9150 1HP,Tax,,800
,Non-inventory Part,026-2600-061,Shaft collar.,Tax,,20
,Non-inventory Part,026-2600-095,365 Day Timer Clock with Holidays Schedule and Automatic Leap Years Set until 2079,Tax,,545
,Non-inventory Part,026-2600-102,DK Capacitor 50Mfd 370 VAC,Tax,,85
,Non-inventory Part,026-2600-271,Chain stop,Tax,,25
,Non-inventory Part,026-2600-323,DoorKing Worm Gear 80T,Tax,,130
,Non-inventory Part,026-2600-429,DK V-belt,Tax,,55
,Non-inventory Part,026-2600-675,Main shaft.,Tax,,100
,Non-inventory Part,026-2600-691,pad mount base,Tax,,300
,Non-inventory Part,026-2600-812,Shaft Assembly - Doorking,Tax,,250
,Non-inventory Part,026-2600-818,DK Endless Idler Assy.,Tax,,90
,Non-inventory Part,026-2600-886,Doorking 9150 idler wheels.,Tax,,50
,Non-inventory Part,026-2600-904,Main shaft for a 9150.,Tax,,200
,Non-inventory Part,026-2601-264,DKS 2601-264 3HP 23OV3 Phase Motor,Tax,,950
,Non-inventory Part,026-2620-320,Shaft nut.,Tax,,2
,Non-inventory Part,026-3202,Surface mount Knox box with temper switch,Tax,,319
,Non-inventory Part,026-40-004,Magnetic Cards,Tax,,2.5
,Non-inventory Part,026-40-005,Programmer Deck,Tax,,65
,Non-inventory Part,026-4302-010,Circuit Board for DoorKing Actuator.,Tax,,485
,Non-inventory Part,026-4404-010,Control board nonUL,Tax,,650
,Non-inventory Part,026-600-847,Motor Resistor 1  HP,Tax,,45
,Non-inventory Part,026-6002-080,Doorking Actuator Swing arm,Tax,,900
,Non-inventory Part,026-6050-080,Master unit 6050 doorking swing gate operator,Tax,,1950
,Non-inventory Part,026-6050-081,slave unit doorking swing gate operator,Tax,,1500
,Non-inventory Part,026-610,DK SW Plastic Gear,Tax,,150
,Non-inventory Part,026-6202-080,"Commercial Unit, Wishbone Style Arm Maximum Length 20 ft.",Tax,,2995
,Non-inventory Part,026-6300,DoorKing Swing Gate Operator model #6300-081,Tax,,1708.5
,Non-inventory Part,026-8040-080,The 8040 sends the transmitter codes to a access controller (such as a DKS 1830 Series System) i...,Tax,,250
,Non-inventory Part,026-8053-080,Radio receiver Micro-plus.,Tax,,200
,Non-inventory Part,026-8054-083,Micro-plus radio receiver 250 memory capacity.,Tax,,495
,Non-inventory Part,026-8057-082,"Stand Alone, Compact Programmable Receiver will Store up to 100 Micro-click Transmitters.",Tax,,297
,Non-inventory Part,026-8057-083,"Stand Alone, Compact Programmable Receiver will store up to 250 Micro-click Transmitters.",Tax,,323.75
,Non-inventory Part,026-8057-084,DoorKing Microclick radio receiver,Tax,,370
,Non-inventory Part,026-8058-080,Antenna amplifier,Tax,,140
,Non-inventory Part,026-8059-080,Programmable stand alone digital radio receiver 80 transmitter capacity.,Tax,,145
,Non-inventory Part,026-8066-080,Micro plus radio receiver.,Tax,,65
,Non-inventory Part,026-8066-081,DoorKing Single Transmitter,Tax,,34
,Non-inventory Part,026-8066-082,Door King Micro Click single button transmitters.,Tax,,40
,Non-inventory Part,026-8067-082,Two button transmitters(micro-click),Tax,,36
,Non-inventory Part,026-8068-080,Three Button Microclick Stand Alone Transmitter,Tax,,50
,Non-inventory Part,026-8069-080,"Micro plus single remote, box of 10 minimum order.",Tax,,400
,Non-inventory Part,026-8069-081,D/K Transmitter Empty Case,Tax,,3
,Non-inventory Part,026-8070-080,DK double button microplus Transmitter with proxy.,Tax,,44
,Non-inventory Part,026-9010,"    Maximum gate length 100-feet...    Maximum gate weight 3000 Lb., #60 chain*. (*Assumes gate ...",Tax,,5100
,Non-inventory Part,026-9150,Slide gate operator 1 horse power motor 460-volts,Tax,,3520
,Non-inventory Part,026-9150-084,Slide gate operator 1/2 horse power motor  115 volts.,Tax,,2600
,Non-inventory Part,026-9210,"    Maximum gate length 100-feet...    Maximum gate weight 3000 Lb., #60 chain*. (*Assumes gate ...",Tax,,5100
,Non-inventory Part,026-9310-1Hp,Slide gate operator 1 HP gates up to 45-feet long 110 volts.,Tax,,2030
,Non-inventory Part,026-9406-010,Loop Detector,Tax,,175
,Non-inventory Part,026-9530-081,3HP slide gate operator up to 100-feet and 5000lbs 208/230 VAC,Tax,,10506
,Non-inventory Part,026-9530-pedestal,9530 slide gate pedestal.,Tax,,900
,Non-inventory Part,026-m1000," ....The model 1000 Power Inverter provides 120 VAC power for a complete gate operator system, i...",Tax,,1521.5
,Non-inventory Part,02611510-040,DoorKing Access Cards,Tax,,5
,Non-inventory Part,0261812-plus,Telephone entry system/ 2years limited warranty from the manufactured.,Tax,,1900
,Non-inventory Part,027-001,Door brushes 72-inches long by 2-inches wide. with mounting bracket,Tax,,95
,Non-inventory Part,028-001,Manifold Assembly for HS operator,Tax,,1660
,Non-inventory Part,028-002,Hydraulic hose kit,Tax,,139.36
,Non-inventory Part,028-003,Drive motor,Tax,,640
,Non-inventory Part,028-004,Smart touch controller.,Tax,,1200
,Non-inventory Part,028-005,Target Assembly,Tax,,60
,Non-inventory Part,028-006,Limit Switch Assembly - HYS-MX000672,Tax,,265
,Non-inventory Part,029-8054,Radio receiver micro plus with 250 memory capacity.,Tax,,340
,Non-inventory Part,029-8059-080,slave wiegand programmable receiver use with 1838 door controller.,Tax,,160
,Non-inventory Part,029-8069-083,Micro plus transmitters.,Tax,,45
,Non-inventory Part,029-AC,HID ProxCard II Proximity Credential,Tax,,3.5
,Non-inventory Part,029-LPR,HID ThinLine II 5395 Proximity Reader,Tax,,275
,Non-inventory Part,029-V-100,VertX V100 Door/Reader Interface Unit,Tax,,475.2
,Non-inventory Part,029 Printer,Fargo Persona C30 ID Printer,Tax,,2536.4
,Non-inventory Part,029 V-1000,VertX V1000 Card Reader Controller - must be installed near PC.,Tax,,1033.2
,Non-inventory Part,030-001,Limit switch sp/st,Tax,,30
,Non-inventory Part,030-002,Card reader micro switch with metal actuator,Tax,,12
,Non-inventory Part,030-003,Limit Switch dp/dt,Tax,,50
,Non-inventory Part,030-006,Limit Switch old elite style,Tax,,60
,Non-inventory Part,030-007,Viking Limit Switch,Tax,,35
,Non-inventory Part,030-008,Linear Limit Switch 2500,Tax,,65
,Non-inventory Part,031-001,Brake Solenoid 4x240,Tax,,75
,Non-inventory Part,031-002,Slow Speed Sprocket Assembly,Tax,,90
,Non-inventory Part,031-004,Operator boom,Tax,,50
,Non-inventory Part,032-001,Complete OH -200 carriage assembly.,Tax,,120
,Non-inventory Part,032-002,Ram 1000 1/2 PH motor,Tax,,400
,Non-inventory Part,033-001,Barrier arm including a 10-foot arm.,Tax,,2465
,Non-inventory Part,033-002,TD-6030p Ticket machine.,Tax,,8330
,Non-inventory Part,033-003,MV- validation printer.,Tax,,3060
,Non-inventory Part,033-004,Thermal roll of thickets. (2400 per roll),Tax,,150
,Non-inventory Part,033-005,WEXP 1010,Tax,,3060
,Non-inventory Part,040-001,Quick Release,Tax,,200
,Non-inventory Part,045-015,PM4-25,Tax,,1850
,Non-inventory Part,05-006,4L220 V-belt,Tax,,25
,Non-inventory Part,050-001,14' Monitor B/W,Tax,,149.95
,Non-inventory Part,050-002,24 Hours VCR,Tax,,569
,Non-inventory Part,050-003,Monitor Splider,Tax,,185
,Non-inventory Part,050-004,Cameras outdoor Housing,Tax,,88.5
,Non-inventory Part,050-005,Cameras,Tax,,145.5
,Non-inventory Part,050-006,Camera Lense,Tax,,81.95
,Non-inventory Part,050-007,Fake video camera with transformer.,Tax,,95
,Non-inventory Part,050-009,Rf module,Tax,,75
,Non-inventory Part,51,"Transmitters, Receivers & Key Pads",Tax,,0
,Non-inventory Part,051:001-ADV-1000,Keypad,Tax,,1
,Non-inventory Part,051:051-000,Tricode Receiver,Tax,,95
,Non-inventory Part,051:051-005,Genie Photo Eyes,Tax,,150
,Non-inventory Part,051:051-374LM,Four button transmitter,Tax,,38
,Non-inventory Part,051:1123SDQ,Keypad - Enforcer 1123-SDQ,Tax,,200
,Non-inventory Part,051:312HM,Radio receiver,Tax,,90
,Non-inventory Part,051:361LM,361LM Single Transmitter,Tax,,30
,Non-inventory Part,051:370LM,LM Mini 3-Button Transmitter,Tax,,0
,Non-inventory Part,051:371LM,LM Single Transmitter,Tax,,35
,Non-inventory Part,051:372LM,LM 2-Button Transmitter,Tax,,41
,Non-inventory Part,051:373LM,LM 3-Button Transmitter,Tax,,50
,Non-inventory Part,051:374LM,LM 4-Button Transmitter,Tax,,39
,Non-inventory Part,051:375UT,Double Button LM Transmitter,Tax,,50
,Non-inventory Part,051:377 LM,Lift Master Key Pad - Wireless,Tax,,85
,Non-inventory Part,051:412HM,Lift Master Radio Receiver,Tax,,90
,Non-inventory Part,051:62LM,Lift Master 2 Button Transmitter,Tax,,39
,Non-inventory Part,051:64LM,Single Transmitter L/M,Tax,,45
,Non-inventory Part,051:671LM,Transmitter 1 button,Tax,,30
,Non-inventory Part,051:82LM,Double Transmitter Lift Master,Tax,,35
,Non-inventory Part,051:892LT,Lift Master 2 Button Transmitter,Tax,,45
,Non-inventory Part,051:971LM,Transmitter 1-button,Tax,,34
,Non-inventory Part,051:972LM,Double transmitter - Lift Master,Tax,,42
,Non-inventory Part,051:973LM,3-Button Transmitter Lift Master,Tax,,35
,Non-inventory Part,051:976LM,Wireless Keypad Lift Master,Tax,,95
,Non-inventory Part,051:9921,Allister Single Transmitter,Tax,,28
,Non-inventory Part,051:9921R,Radio Receiver,Tax,,28
,Non-inventory Part,051:ACP00738,Linear Lighted keypad,Tax,,265
,Non-inventory Part,051:Act-31,Linear Mini Transmitter,Tax,,26
,Non-inventory Part,051:Act-31B,Mini Mega-code Transmitters,Tax,,32
,Non-inventory Part,051:AK-11,Linear AK-11 stand-alone keypad,Tax,,380
,Non-inventory Part,051:Antenna,Antenna for long range receiver,Tax,,35
,Non-inventory Part,051:AP-4,Mega-code Radio Receiver,Tax,,190
,Non-inventory Part,051:AP-5,Mega Code Radio Control Receiver,Tax,,195
,Non-inventory Part,051:CPP,CPP-TCGI Tricode Transmitter,Tax,,80
,Non-inventory Part,051:Craftsman,Craftsman Garage Transmitter,Tax,,60
,Non-inventory Part,051:DTKP,Linear Wireless Key Pad,Tax,,100
,Non-inventory Part,051:Key Pad,,Tax,,0
,Non-inventory Part,051:LM-G300MC,LM single button MC Transmitter,Tax,,20
,Non-inventory Part,051:LMR,Lift Master Radio Receiver,Tax,,85
,Non-inventory Part,051:M-Key Pad,Marantec Wireless Key Pad,Tax,,100
,Non-inventory Part,051:M-RCVR,Marantec Gate Receiver,Tax,,130
,Non-inventory Part,051:M4140,Four button/ two channel transmitter,Tax,,60
,Non-inventory Part,051:Marantec,Marantec Transmitter,Tax,,40
,Non-inventory Part,051:MC1090,Multi-code Radio Receiver,Tax,,100
,Non-inventory Part,051:MC1099,Multi-Code Receiver 12VH DC,Tax,,150
,Non-inventory Part,051:MC1099-30,Multi-code radio receiver long range 24vlt ac,Tax,,160
,Non-inventory Part,051:MC3060,Multi-code Mini Transmitter / 1-button,Tax,,35
,Non-inventory Part,051:MC3083,Mini Transmitter Multi Code 2-button,Tax,,45
,Non-inventory Part,051:MC3089,Single Multi-code Transmitter,Tax,,24
,Non-inventory Part,051:MC4100,Keypad,Tax,,80
,Non-inventory Part,051:MC4120,Two Button MC Transmitter,Tax,,35
,Non-inventory Part,051:MC4140,Four button transmitter.,Tax,,60
,Non-inventory Part,051:MC4200,Transmitter Keypad - Wireless,Tax,,80
,Non-inventory Part,051:MC9999,Radio Transmitter,Tax,,110
,Non-inventory Part,051:mcsafety,safety edge radio transmitter,Tax,,120
,Non-inventory Part,051:MCT-1B,Single Linear MegaCode Transmitters,Tax,,28
,Non-inventory Part,051:MDT - 1A,MDT-1 Linear Mega Code Transmitter,Tax,,34
,Non-inventory Part,051:MDT - 2A,Linear Digital Transmitter with individual ID,Tax,,46
,Non-inventory Part,051:Mega-Code,Megacode Receiver,Tax,,80
,Non-inventory Part,051:N-DLB,Linear Single Mini Transmitter,Tax,,29
,Non-inventory Part,051:N-KeyPad,Linear Wireless Key Pad,Tax,,85
,Non-inventory Part,051:NDR,Receiver,Tax,,100
,Non-inventory Part,051:NDT-1,Single Linear Transmitter,Tax,,28
,Non-inventory Part,051:NDT 2A,Linear Two Button Transmitter,Tax,,50
,Non-inventory Part,051:NR-3,Linear Radio Receiver,Tax,,85
,Non-inventory Part,051:P-9921,Pulsar Transmitter 1-Button,Tax,,28
,Non-inventory Part,051:P9922,Pulsar Receiver 318FL,Tax,,85
,Non-inventory Part,051:Star250,Star 450 Radio Receiver,Tax,,230
,Non-inventory Part,051:XMTR Mini,Marantec Double Button Transmitter,Tax,,49
,Non-inventory Part,051-62LM,Two button LM transmitter,Tax,,30
,Non-inventory Part,051-811 LM,Single Transmitter,Tax,,25
,Non-inventory Part,051-877 Max,Lift Master Wireless Keypad,Tax,,100
,Non-inventory Part,051-893Max,Three button Lift Master Transmitter Tri Freq.,Tax,,50
,Non-inventory Part,051-AK-2,AK-2 Linear Key Pad,Tax,,160
,Non-inventory Part,051-GRD,Linear long range radio receiver,Tax,,120
,Non-inventory Part,051-IE-232W,International Electronic Key Pad,Tax,,284
,Non-inventory Part,051-Linear KP,Linear Key Pad,Tax,,230
,Non-inventory Part,051-LR3000,AWID's LR-3000� Long-Range Reader is an Ultra High Frequency (UHF) tag and card reader used in R...,Tax,,2500
,Non-inventory Part,051-MC1066,Antenna kit for 1099 receiver..,Tax,,75
,Non-inventory Part,051-MC4120,Double Button MC,Tax,,30
,Non-inventory Part,051-MCT-1,Single mega code transmitter.,Tax,,30
,Non-inventory Part,051-MCT3,Mega code 3 button transmitters.,Tax,,45
,Non-inventory Part,051-mdkp,Exterior Wireless Keypad,Tax,,450
,Non-inventory Part,051-mdrg,One Channel gate receiver.,Tax,,110
,Non-inventory Part,051-NDT-2A,Double Button Linear Transmitters,Tax,,50
,Non-inventory Part,051-SK1132SQ,Stand Alone Key Pad / Seco,Tax,,200
,Non-inventory Part,051-WS-UHF,WINDSHIELD TAG....    Adheres permanently inside windshield..    Reading distance up to 25 feet ...,Tax,,28
,Non-inventory Part,051-XR-1,Linear radio receiver.,Tax,,358.7
,Non-inventory Part,051-XT-1,Linear long range transmitter with long range antenna.,Tax,,450
,Non-inventory Part,051-XT-1H,Linear long range radio transmitter.,Tax,,388.6
,Non-inventory Part,051 850 LM,Lift Master radio receiver.  2.0,Tax,,100
,Non-inventory Part,051 Linear AM RRR,Linear AM-RRR Radio Receiver,Tax,,280
,Non-inventory Part,052-001,Electric gear motor for a Viking L-3,Tax,,1020
,Non-inventory Part,053-001,Basic intercom unit. Indoor and out door unit combo.,Tax,,200
,Non-inventory Part,054-001,AC converter control Ac input for led arm.,Tax,,110
,Non-inventory Part,060-001,Ram pedal release assembly.,Tax,,225
,Non-inventory Part,060-FPR-150,All-O-Matic Foot Pedal.,Tax,,100
,Non-inventory Part,062-E251,Eagle 200 gear box.,Tax,,640
,Non-inventory Part,08-001,Standard Swing Gate approximately,Tax,,1000
,Non-inventory Part,109,222 SS ST Hydraulic slide gate operator.,Tax,,9860
,Non-inventory Part,11-3500,Touch Plate Card Reader,Tax,,830
,Non-inventory Part,1510-040,Access Card Touch Plate - Doorking,Tax,,5.95
,Non-inventory Part,17-Q057,Csw-200 Limit assembly,Tax,,75
,Non-inventory Part,2110-130,Intermediate shaft assembly,Tax,,90
,Non-inventory Part,2200-281,Sprocket,Tax,,100
,Non-inventory Part,2200-584,Torque limiter,Tax,,300
,Non-inventory Part,26-100L,American Access Key Pad,Tax,,360
,Non-inventory Part,374UT,Universal mini double remote.,Tax,,72
,Non-inventory Part,4pcb,,Tax,,515
,Non-inventory Part,811LM,Single transmitter,Tax,,25
,Non-inventory Part,828-lm,Liftmaster Internet gateway.,Tax,,100
,Non-inventory Part,828lm,My Q receiver for LA 500,Tax,,120
,Non-inventory Part,850LM,Liftmaster 2.0 Radio receiver,Tax,,100
,Non-inventory Part,855LM,LM/ HomeLink Repeater,Tax,,80
,Non-inventory Part,877Max,Lift Master wireless universal key pad model #877MAX,Tax,,150
,Non-inventory Part,888LM,Wall Unit,Tax,,70
,Non-inventory Part,891 LM,Single remote control. Rolling code.,Tax,,36
,Non-inventory Part,891LM,Single Universal Lift Master Transmitter,Tax,,30
,Non-inventory Part,892LT-LM,Double button LM transmitter,Tax,,55
,Non-inventory Part,893 LM,3 button transmitter.,Tax,,60
,Non-inventory Part,974lm,Four button transmitters,Tax,,0
,Non-inventory Part,977LM,Lift Master Wireless Key Pad,Tax,,75
,Non-inventory Part,A-1,Drive shaft Assembly w/ helical Gear,Tax,,0
,Non-inventory Part,A-3,Logic board,Tax,,0
,Non-inventory Part,A/C 2768,Access Card ID#2768 min 50,Tax,,4
,Non-inventory Part,A/C 3084,Sentex Touch Plate Cards 3084,Tax,,5
,Non-inventory Part,A/C 4187,Access Cards,Tax,,3.78
,Non-inventory Part,A/C CA C,Access Cards,Tax,,6.96
,Non-inventory Part,A/C D-8931,Door King A/C 8931 25/Pack,Tax,,130
,Non-inventory Part,A/C Kee 645,Access Cards 645,Tax,,5
,Non-inventory Part,A/C Kee1294,Access Card,Tax,,3
,Non-inventory Part,A/C Sentex,Sentex Access Cards (100 pack - Minimum),Tax,,720
,Non-inventory Part,ACI11-CR,Magnetic Card,Tax,,10
,Non-inventory Part,aj-ccs1a,Intercom door unit and room unit.,Tax,,250
,Non-inventory Part,Battery,,Tax,,395
,Non-inventory Part,CR80-030,PVC Cards,Tax,,1.1
,Non-inventory Part,D-22D,Double remote control.,Tax,,56
,Non-inventory Part,D13-003,Block Hinges,Tax,,150
,Non-inventory Part,Data C,Serial converter.,Tax,,50
,Non-inventory Part,DC1000-SL,Power Back-Up System,Tax,,1020
,Non-inventory Part,DC2000,Battery Back up Systems.,Tax,,650
,Non-inventory Part,DK - Fire Box,DK - Fire Box,Tax,,200
,Non-inventory Part,DK -26PSS,DoorKing Key Pad,Tax,,215.98
,Non-inventory Part,E-Parts,"Electrical conduct, electrical wire, boxes, covers and connectors.",Tax,,0
,Non-inventory Part,Equipment,Special Equipment Use,Tax,,95
,Non-inventory Part,Extra battery,,Tax,,395
,Non-inventory Part,F/St 2000,Strobe Detector 2000,Tax,,650
,Non-inventory Part,G-001,Genie Limit Switch,Tax,,10
,Non-inventory Part,G-GDO,Genie GDO Garage Door Opener,Tax,,300
,Non-inventory Part,G-Mini,Genie Mini Transmitter / 2-Buttons,Tax,,35
,Non-inventory Part,G-Receiver,Genie Intellicode Receiver,Tax,,85
,Non-inventory Part,G - Sensor,Genie Infrared Sensor,Tax,,50
,Non-inventory Part,G1T-BX,Genie single button transmitter,Tax,,35
,Non-inventory Part,GCT-3,Genie Transmitter,Tax,,35
,Non-inventory Part,GIT-2,Genie Two Button Transmitter,Tax,,35
,Non-inventory Part,GIT-3,Three Button Transmitter,Tax,,42
,Non-inventory Part,GM3T,Genie Master Transmitter,Tax,,0
,Non-inventory Part,GNREC390,Genie Receiver intelecode,Tax,,100
,Non-inventory Part,GPT90-1,Genie Tranmitter 1 Button,Tax,,40
,Non-inventory Part,GT912,Genie Transmitter 1 Button,Tax,,38
,Non-inventory Part,GWKIC,Key Pad - Wireless,Tax,,60
,Non-inventory Part,ICON26,Extra large 10-inches LC Display Capable to view 26 name at one screen. Highly readable in direc...,Tax,,4300
,Non-inventory Part,IE-2321,Key Pad (Digital Compact),Tax,,219.9
,Non-inventory Part,jn-325,lens varifocal,Tax,,255
,Non-inventory Part,jn-3259,11' B/W Monitor,Tax,,238
,Non-inventory Part,jn-876,Housing with Brakets,Tax,,125
,Non-inventory Part,jn-je824bw,Black and White video Camara,Tax,,175
,Non-inventory Part,Jos-1A,The JO Series conveniently identifies visitors at locked doors. Inside stations feature easy to ...,Tax,,675
,Non-inventory Part,K-Micro Switch,Knox Micro Switch,Tax,,45
,Non-inventory Part,K-Re-Key,Knox Switch - Re-Key,Tax,,75
,Non-inventory Part,K1301,Multi Key Knox Box,Tax,,1327.7
,Non-inventory Part,K3202,Knox Box,Tax,,650
,Non-inventory Part,k3266,hinge door surface mounted dark bronze,Tax,,558
,Non-inventory Part,k3270K3201,Flush mount Knox box,Tax,,395
,Non-inventory Part,K3502,Knox Key Switch on Mounting Plate,Tax,,180
,Non-inventory Part,k3753,Knox padlock,Tax,,160
,Non-inventory Part,k3772,Shrouded-All weather conditions padlock.....Shrouded Shackle resist pry and cut attacks.,Tax,,214
,Non-inventory Part,K414,Knox Box - Dark Bronze,Tax,,653
,Non-inventory Part,K5200,Knox switch with steel housing.,Tax,,380
,Non-inventory Part,KYQ191,Actuator Key,Tax,,20
,Non-inventory Part,LA500HDTKITSTD,Liftmaster LA500HDTKITSTD Toroidal Transformer,Tax,,150
,Non-inventory Part,LE-D,Aiphone Outdoor Speaker,Tax,,45
,Non-inventory Part,LEF-3L,Intercom Master unit.,Tax,,325
,Non-inventory Part,LR-3000,LR-3000 proximity card reader.,Tax,,2800
,Non-inventory Part,MA-1,Magulator Adapter,Tax,,210
,Non-inventory Part,Misc,Grease and Oils,Tax,,15
,Non-inventory Part,misc.,Grease and Oils,Tax,,7
,Non-inventory Part,Misc.2,Welding Rod & Primer,Tax,,20
,Non-inventory Part,misc2,Welding rod and primer,Tax,,7
,Non-inventory Part,Misc3,Supercold Spray,Tax,,9
,Non-inventory Part,N601stc,Lcd Display Board (mcs phone entry  system),Tax,,534.16
,Non-inventory Part,NDT 4,Linear 4 Button Transmitter,Tax,,40
,Non-inventory Part,p-110I,Single side printer auto feed (100 cards capacity),Tax,,1995
,Non-inventory Part,Paint, Per Galon,Tax,,40
,Non-inventory Part,Q052,Gate Adjustment Plastic,Tax,,12
,Non-inventory Part,RLB500,stand alone radio receiver.,Tax,,440
